concept_id	ces	deu	ita	eng	pol	rus	nob	ukr	fra	lat
n09637013	afroamerican	afro-amerikanerin afroamerikanerin afro-amerikaner afroamerikaner	afroamericano	african american afro-american african-american	afroamerykanin	afro-amerikanec afro-amerikanka	afroamerikanere		afro-americain	
n06952861	afrikanstina	afrikaans	afrikaans	afrikaans	afrikaans	afrikaans		afrykaans	afrikaans	
n09635635	afrikanec afrikan bur	bure	boero  africander afrikander	afrikaner  afrikander boer	afrykaner	bur	afrikaner		boer	
n05258889		afro-look afro	afro	afro	afro	afro	afro		afro	
n06986558	egyptsky afroasijske	hamitosemitisch agyptisch afro-asiatisch	egizio egiziano	afro-asiatic afrasian hamito-semitic afroasiatic		jegipetskij	egyptisk		afro-asiatique	aegyptius
n05626524	afterworld	afterworld	afterworld	afterworld			afterworld		afterworld	
n14654954	stribro	silber	argento	ag silver	srebro ag	argentum serebro	solv	sriblo	ag argent	argentum
r00040365	znova			again	jeszcze raz znowu	snova jesco raz	igjen	znovu znov sce raz	de nouveau	denuo
n14022199	agalaktoza	agalaktie	agalattia agalassia	agalactia agalactosis					agalactie	
a02136158	asexualni	agamisch asexuell agama	asessuale agamico	agamic agamous	aseksualny				asexue agame	
n12429148		agapanthus	agapanto	agapanthus	agapant agapanthus				agapanthus	
n14900008	agar	agar	agar-agar	agar agar-agar	agar agar-agar	agar-agar			agar-agar	
n13000668		agaricus	agaricus	agaricus					agaric agarics agaricus	
n14708232	achat	achat	agata	agate	agat	agat		agat	agate	
n11647131	damaron	agathis	agathis	agathis	damara agatis	agatis		agatis	agathis	
n12476510	agave	agave	agave	agave	agave agawa	agava		ahava	maguey agave	agave
n15254028		ara	eta epoca	age	era epoka				age ere epoque	aera
n15153787				age	starosc	starost		starist starist'	age	
n08057206	agentura	agentur	agenzia	agency	agencja biuro		byra		agence	
n08337324		buro	ufficio agenzia	agency bureau authority office	agencja agentura	bjuro  ministerstvo ofis			agence bureau autorite office ministere	
n13428308	ageneze	agenesie		agenesis agenesia	agenezja				agenesie	
n09777353	agent	agent	agente	agent	agent	agent	agent		agent	
n09778392	provokater  provokaterka	provokateurin provokateur	agente provocatore	agent provocateur provocateur		provokator			agent provocateur provocateur	
n07959269	aglomerace		agglomeramento agglomerazione	agglomeration	aglomeracja	aglomerat aglomeracija			agglomeration	
a00112018		agglutinierend polysynthetisch	polisintetico	agglutinative polysynthetic		aggljutinativnyj	polysyntetisk		agglutinant polysynthetique	
n15028684	aglutinin	agglutinin	agglutinina	agglutinin	aglutynina	aggliutinin		agliutinin	agglutinine	
a01340422			aggravanti esasperante aggravando aggravante	aggravating exasperating					exasperant  agacant aggravant	
n07951464	sbirka	kollektion sammlung	aggregazione accumulo aggregato collezione accumulamento	aggregation collection accumulation	grupa kolekcja zbior zbiory	kollekcija	samling gruppe		collection agregation	collectus
v01118449		anfallen attackieren aggressivitat	aggressivita attaccare	aggress attack	napadac napasc	napadat napast	aggresjon aggressivitet		attaquer	aggressio
n01237167	agrese	aggression	aggressione	aggression		agressija			agression	
n07548567	agresivita	aggressivitat	aggressivita	aggression aggressiveness		agressivnost			agressivite  agression	
a00082241	agresivni	aggressiv		aggressive	agresywny	agressivnyj	aggressiv	ahresyvnyj	agressif	aggressivus
n06340047				agha aga	aga	aga			agha aga	
n13324297		agio	aggio	agiotage  agio	agio	lazh aziotaz			agiotage	
n09778783	agitator	agitator	perturbatore agitatore	agitator	agitator	agitator	agitator	agitator	agitateur perturbateur	agitator
n06674791	literatura propagacni	agitprop	letteratura	agitprop	propaganda	agitprop	litteratur	literatura agitprop	agitprop	
n09495619		aglaia	aglaia	aglaia	aglaja aglaia				aglaia	aglaie
n09779124	agnostik	agnostiker agnostikerin	agnostico	agnostic	agnostyk	agnostik			agnostique	
n06222508	agnosticismus	agnostizismus	agnosticismo	agnosticism	agnostycyzm	agnosticizm			agnosticisme	
n14381840	agorafobie	agoraphobie	agorafobia	agoraphobia	agorafobia	agorafobija	agorafobi	agorafobiia	agoraphobie	agoraphobia
n14071896	agranulocytoza		granulocitopenia	agranulocytosis granulocytopenia agranulosis	agranulocytoza				agranulocytose	
a02050841		agrar- agrarisch	agricolo agrari agrario agricoltore	agrarian	agrarny	zemel'nyi agrarnyi	agrarisk	zemel'nii agrarnii	agraire agricole rustique	agricola  rusticus
n01104406		agrobusiness agribusiness agrarbusiness	agricoltura	agribusiness agriculture	agrobiznes	"agrobiznes """"""agrobiznes"""		agrobiznes	agribusiness agriculture	
n00916464	rolnictvi zemedelstvi		agricoltura	agriculture	rolnictwo	zemledelije agrokultura			agriculture	agricultura
n06066072	agrobiologie	agrobiologie	agrobiologia	agrobiology	agrobiologia	agrobiologiia		agrobiologiia	agrobiologie	
n06066267	pedologie agrologie	pedologie agrologie	agrologia	agrology	agrologia				agrologie	
n09780120	agronom	agronomin agronom	agronomo	agronomist	agronom	agronom	agronom	agronom	agronome	
n06065819	agronomie	agronomie agrarokonomie	agronomia	agronomy	agronomia	agronomija	agronomi	agronomiia	agronomie	agronomia
n12104943	roegneria	rogneria  agropyron	roegneria agropyron	agropyron	roegneria agropyron				agropyron	
n12105353		agropyron cristatum	agropiro crestato agropyron cristatum	agropyron cristatum	agropyron cristatum				agropyron cristatum	
n12105981	agropyron smithii	agropyron smithii elymus smithii	agropyron smithii elymus smithii	agropyron smithii	agropyron smithii elymus smithii				agropyron smithii elymus smithii	
n12106540		agrostis	agrostis  agrostide	agrostis genus agrostis					agrostis  agrostides agrostide	
n12107336	psinecek vybezkaty agrostis palustris	agrostis stolonifera agrostis palustris	agrostis stolonifera agrostis palustris	agrostis palustris					agrostis stolonifera agrostis palustris	
n07764847	avokada avokado	avocado	avocado	aguacate avocado alligator pear	awokado avocado	avokado			avocat	
n06822576		akut	accento acuto	ague	akut	akut		akut	accent aigu	accentus acutus
v02547586	pomoci napomahat pomahat pomoct	helfen		aid help assist		pomoc  pomogat	hjelpe	dopomahaty	aider assister	adiuto adiuvo
n14127782	aids	aids	aids sindrome da immunodeficienza acquisita	aids	sida aids adidas		aids		sida syndrome de l'immunodeficience acquise syndrome d'immunodeficience acquise	
n00825331	aikido	aikido	aikido	aikido	aikido	ajkido	aikido	aikido	aikido	
n12717072		ailanthus	ailanto	ailanthus	ailanthus	ailant		ailant	ailanthus	
n02685253			alerone	aileron		eleron elepon		eleron aileron	aileron	
n14385002		ailurophobie	ailurofobia	ailurophobia	felinofobia ailurofobia		ailurofobi		ailurophobie	
n02510240	ailuridae pandy	panda ailuridae ailuropoda	panda ailuridae ailuropoda	ailuropoda	panda ailuridae ailuropoda				ailuropoda	
n07834774		aioli allioli		aioli	aioli ailloli				aioli	
n14841267	vzduch	luft	aria	air	luft	vozdux	luft		air	aer
n02686121	airbus	airbus	aerobus airbus	airbus	aerobus	aerobus airbus	airbus	aerobus	airbus	
n02096051		airedale terrier	airedale terrier	airedale terrier airedale	airedale terrier	erdel'ter'er		erdel'ter'ier	airedale terrier airedale	
n02689144	cela	zelle airframe	cellula	airframe		kletochka	celle		cellule	
n01852400		mandarinente	aix galericulata anatra mandarina	aix galericulata mandarin duck	mandarynka		mandarinand		aix galericulata canard mandarin mandarin duck	
n11818945	mesembryaceae mesembryanthemaceae	mesembryaceae  aizoaceae mesembryanthemaceae	mesembryaceae  aizoaceae mesembryanthemaceae	aizoaceae					aizoaceae	
n06997486	akanstina akanstina	akan	akan	akan	akan	akan  akanskij	akansk  akan	akan	akan	
n14085474		akinesie akinese	acinesia	akinesis akinesia	akinezja				akinesie	akinesia
n06987525	akkadstina	akkadisch	accado accadico	akkadian	akadzki	akkadskii	akkadisk	akkads'ka	accadien akkadien	
n06997368		yoruba		aku yoruba	joruba	joruba	aku		yoruba	
n14665351		alabaster	alabastro	alabaster	alabaster	alebastr			albatre	
n14602490	alanin	alanin	alanina	alanine	alanina				alanine	
a00078851		alarmiert	allarmato	alarmed					alarme alarmees alarmerent alarmee alarmai alarmes alarma alarmames	
n07224684	alarmismus panikarstvi	alarmismus	allarmismo	alarmism		alarmizm panikjorstvo		panikerstvo	alarmisme	
n09781504	panikar		allarmista	alarmist	panikarz	alarmist alarmistka panikjor		paniker	alarmiste	
n06803157		alarm	allarme	alarum alert alarm	alarm	trevoga		tryvoha	alarme alarum alerte alerter	
n02110063	malamut aljassky malamut		alaskan malamut malamut	alaskan malamute malamute malemute	alaskan malamute malamut	aliaskinskii malamut		aliaskins'kii malamut	alaskan malamute	
n02694966	alba	albe		alb	alba	al'ba			aube	alba
n06942252	albanstina	albanisch	albanese	albanian		albanskij			albanais albanaise	
a02609813	albansky	albanisch		albanian	albanczyk  albanski	albanskij			albanaise albanais	
n09689958	albanec	albanier  albanierin	albanese	albanian	albanczyk	albanec albanka			albanaise albanais	
n02058221	albatros	albatros	albatro albatros	albatross	albatros	albatros			albatros	
n13820432	albedo	albedo	albedo	albedo	albedo	albedo	albedo	al'bedo	albedo	albedo
a02609673	albigensky	albigensisch	albigese	albigensian	albigensky	al'bigoiskii	albigensisk	al'bigois'kii	albigeois	
n14152279	albinizmus albinismus	albinismus	albinismo	albinism	albinizm	al'binizm	albinisme	al'binizm	albinisme	
n09781650	albin	albino	albino	albino	albinos	albinos	albino	al'binos	albino albinos	
n14865533	albit	albit	albite	albite	albit		albitt		albite	
n11759404		albizia julibrissin	albizia julibrissin	albizia julibrissin albizzia julibrissin	albizia julibrissin				albizia julibrissin	
n11759853	pithecellobium saman algarrobo samanea saman	albizia saman  pithecellobium saman samanea saman	albizia saman  pithecellobium saman samanea saman	albizia saman	albizia saman  pithecellobium saman samanea saman				albizia saman  pithecellobium saman samanea saman	
n11759224	albizzia	albizia	albizzia albizia	albizzia albizia	albizia albicja				albizia	
n12981791	cystopus	albugo cystopus	albugo cystopus	albugo	albugo cystopus				albugo cystopus	
n02695079	album	album	album	album	album	albom	album		album	
n14731509	albumin	albumin	albumina	albumin albumen	albumina	al'bumin			albumine albumen	
n02695627		kastell festung alcazar alcazar	castiglione alcazar	alcazar	alkazar	al'kasar	festning		alcazar	castrum castellum
n09781921	alchymista	alchemist alchemistin	alchimista	alchemist	alchemik	alximik	alkymist	alkhimik	alchimiste	alchemista
n05778749	alchymie	alchemie	alchimia	alchemy	alchemia	alximija			alchimie	
n07884567	alkohol	alkohol	alcool	alcohol	alkohol	alkogol	alkohol		alcool	
a01158596	alkoholicky	alkoholisch		alcoholic	alkoholowy				alcoolise alcoolique	
n14064644	alkoholismus alkoholizmus	alkoholismus	alcolismo  alcoolismo	alcoholism	alkoholizm	alkogolizm		alkoholizm	alcoolisme	
n09181993	alkoholismus alkoholizmu	dipsomanie	dipsomania	alcoholism potomania dipsomania	dypsomania	alkogolizm			alcoolisme dipsomanie	
n02696048		alkove	alcova	alcove bay		nisha al'kov			alcove baie	
n14584765	aldehyd	aldehyd	aldeide	aldehyde	aldehyd	aldegid	aldehyd	aldehid	aldehyde	
n14752511	dezoxykorton aldosteron	mineralocorticoid deoxycorton aldosteron	aldosterone mineralcorticoidi	aldosterone	aldosteron				aldosterone	
n07889510	pivo	ale	birra	ale	ale	el	ol ale	el	ale	cervesa cervesia
a01842198	nahodily	aleatorisch zufallig	aleatorio	aleatory			tilfeldig		aleatoire	aleatorius
n09506598		alekto	aletto	alecto	alekto	alekto		alekto	alecto	alecto
n01807988	alectoris	alectoris	alectoris	alectoris	alectoris				alectoris	
n02696246	alembik	alambic	lambicco alambicco	alembic	alembik	distilliator		distiliator	alambic	
n12927354		aleurites	aleurites	aleurites	aleuryt aleurites				aleurites	
n12927758		aleurites fordii	aleurites fordii	aleurites fordii tung	tung	tung	tung		aleurites fordii tung	
n14729953	endosperm	endosperm aleuron	aleurone	aleurone	aleuron				aleurone	
n09782589	aleutsky			aleut aleutian		aleut aleutka			aleoute	
n06348373	alexandrin	alexandriner	alessandrino	alexandrine	aleksandryn				alexandrin	
n14715679	alexandrit	alexandrit	alessandrite	alexandrite	aleksandryt	aleksandrit		oleksandrit	alexandrite	
n02246284	aleurodidae	aleyrodidae aleurodidae	aleyrodidae  aleurodidae	aleyrodidae	aleyrodidae aleurodidae				aleyrodidae aleyrodoidea	
n12549420	lucern	luzerne alfalfa	medicago sativa	alfalfa medicago sativa lucerne		ljucerna	luzern	liutserna	luzerne medicago sativa lucerne	
n01397114		alge	alga	algae  alga	alga		alge		algue algues	alga
n06012726	algebra	algebra	algebra	algebra	algebra	algebra	algebra	algebra	algebre	algebra
a02854350	algebraicky	algebraisch		algebraical algebraic	algebraiczny	algebraiceskij	algebraisk	algebrayichnii algebrichnii	algebrique	
n09784043	algebraik	algebraiker	algebrista	algebraist	algebraik algebraista	algebraist		algebrayist	algebriste	
n07493682		algolagnie	algolagnia	algolagnia algophilia	algolagnia				algolagnie	
n06074507	algologie	algologie  phykologie	algologia	algology phycology	algologia  fykologia fikologia	algologija	fykologi		algologie  phycologie	
a00092691	algoritmicky	algorithmisch		algorithmic	algorytmiczny	algoritmiceskij		algoritmichnii	algorithmique	
n05847438	algoritmus	algorithmus	algoritmo algorismo	algorithmic rule algorithm	algorytm	algoritm	algoritme	algoritm	algorithmie  algorithme algorithmique	algorithmus
n06741099	alibi	alibi	alibi	alibi	alibi	alibi			alibi	
a02557719			nutritivo nutriente alimentare	alimentary alimental nutritious nutritive nutrient					nutriment	
n07570720		nutrition	alimentazione alimento nutrimento nutrizione	alimentation aliment nourishment nutriment nutrition					aliment nutriment alimentation nutrition	
a00677448	alifaticky	aliphatisch	alifatica	aliphatic					aliphatique	
n14986277	alizarin		alizarina	alizarin alizarine	alizaryna	alizarin		alizarin	alizarine	
a00025728	zasadity	alkalisch		alkaline alkalic	alkaliczny zasadowy		alkalisk		alcalin	
n05039709	zasaditost alkalicnost	alkalinitat alkalitat	alcalinita	alkalinity	zasadowosc alkalicznosc		alkalitet alkalinitet		alcalinite	
n14712692	alkaloid	alkaloid	alcaloide	alkaloid	alkaloid	alkaloid	alkaloidas	alkaloyid	alcaloide  alcaloides	
n14021266	alkaloza	alkalose	alcalosi	alkalosis	alkaloza				alcalose	
n14951377	alkan	alkan	alcano	alkane	alkan	alkan	alkaner  alkan	alkani	alcane	alcanum  alkanum
n14902500	alkyd	alkyd		alkyd	alkid		alkyd		alkyde	
n14617189	alkyl	alkyl	alchile	alkyl	alkil	alkil			alcoyle alkyle	
a01981916	alegoricky	allegorisch	allegorico	allegorical allegoric	alegoryczny	allegoriceskij	allegorisk	alegorichnii	allegorique	allegoricus
r00135198	alegoricky	allegorisch		allegorically		allegoriceski	allegorisk		allegoriquement	
n06880664	emblem	emblem	emblema	allegory emblem	alegoria emblemat	emblema			embleme allegorie	
n05437785	alela	allel	allelo  allele	allele  allelomorph	allel	allel	alleler allel		allele	
n14584260	alergen	allergen	allergene	allergen	alergen	allergen		alergen	allergene	
a02360944	alergicky	allergisch	ipersensibile  sensibile allergico	allergic  hypersensitised supersensitised sensitised hypersensitive hypersensitized supersensitized supersensitive sensitized		allergicnyj		alergichnii	allergique hypersensible	allergicus
n09784306	alergolog	allergologe	allergologo	allergist	alergolog				allergologue	
n06046245	alergologie	allergologie	allergologia	allergology	alergologia	allergologiia		alergologiia	allergologie	
n14532816	alergie	allergie	allergia	allergy	alergia	allergija	allergi	alergiia	allergie	
a01341153	paliativni	palliativ	leniente palliativo	alleviative lenitive palliative	paliatywny	palliativnyi		paliativnii	palliatif	
n03879854	paliativum		palliativo	alleviator palliative	paliatyw				palliatif	
n06773684		allianz	alleanza	alliance	alians  sojusz	aljans sojuz			alliance	
n14418822		allianz	alleanza	alliance confederation		aljans sojuz		sojuz	confederation alliance	
n14760447	aligator	alligator	alligatore	alligator		alligator			alligator	
n01698144	alligatoridae	alligatoridae alligatoren alligator	alligatoridae alligatori	alligatoridae family alligatoridae	aligatorowate	alligatory			alligatoridae alligatorides	
n07097094	aliterace	alliteration	allitterazione	alliteration	aliteracja	alliteracija	allitterasjon	aliteratsiia	alliteration	alliteratio
a01965849	aliteracni	alliterierend	allitterativo	alliterative	aliteracyjny				alliteratif	
